"transcript_id","gene_symbol"
"NM_001145785>MEF2B","MEF2B"
"NM_001145794>ANTXR2","ANTXR2"
"NM_001145796>SH2B1","SH2B1"
"NM_001145797>SH2B1","SH2B1"
"NM_001145808>ITGAM","ITGAM"
"NM_001145812>SH2B1","SH2B1"
"NM_001145841>TNNI2","TNNI2"
"NM_001145855>SH3BP2","SH3BP2"
"NM_001145856>SH3BP2","SH3BP2"
"NM_001145860>POP1","POP1"
"NM_001145861>POP1","POP1"
"NM_001145862>MTMR11","MTMR11"
"NM_001145903>C2","C2"
"NM_001145923>SCAPER","SCAPER"
"NM_001145928>SAP130","SAP130"
"NM_001145933>TKTL1","TKTL1"
"NM_001145934>TKTL1","TKTL1"
"NM_001145939>PAFAH1B3","PAFAH1B3"
"NM_001145940>PAFAH1B3","PAFAH1B3"
"NM_001145951>TIMM8A","TIMM8A"
"NM_001145961>SLC12A4","SLC12A4"
"NM_001145962>SLC12A4","SLC12A4"
"NM_001145963>SLC12A4","SLC12A4"
"NM_001145964>SLC12A4","SLC12A4"
"NM_001145966>MKI67","MKI67"
"NM_001145971>RDH13","RDH13"
"NM_001145998>SLC15A2","SLC15A2"
"NM_001145>ANG","ANG"
"NM_001146017>TJAP1","TJAP1"
"NM_001146018>TJAP1","TJAP1"
"NM_001146019>TJAP1","TJAP1"
"NM_001146020>TJAP1","TJAP1"
"NM_001146029>SEMA7A","SEMA7A"
"NM_001146030>SEMA7A","SEMA7A"
"NM_001146032>FCHO2","FCHO2"
"NM_001146036>SLC14A1","SLC14A1"
"NM_001146037>SLC14A1","SLC14A1"
"NM_001146051>HSDL1","HSDL1"
"NM_001146054>SNCA","SNCA"
"NM_001146055>SNCA","SNCA"
"NM_001146056>MBOAT7","MBOAT7"
"NM_001146068>CAPN2","CAPN2"
"NM_001146069>MFSD10","MFSD10"
"NM_001146070>TDRD3","TDRD3"
"NM_001146071>TDRD3","TDRD3"
"NM_001146075>RPAP3","RPAP3"
"NM_001146076>RPAP3","RPAP3"
"NM_001146082>MBOAT7","MBOAT7"
"NM_001146083>MBOAT7","MBOAT7"
"NM_001146102>PARP9","PARP9"
"NM_001146103>PARP9","PARP9"
"NM_001146104>PARP9","PARP9"
"NM_001146105>PARP9","PARP9"
"NM_001146106>PARP9","PARP9"
"NM_001146110>MIER1","MIER1"
"NM_001146111>MIER1","MIER1"
"NM_001146112>MIER1","MIER1"
"NM_001146113>MIER1","MIER1"
"NM_001146116>DIP2A","DIP2A"
"NM_001146152>CYP51A1","CYP51A1"
"NM_001146155>PTGR2","PTGR2"
"NM_001146156>GSK3B","GSK3B"
"NM_001146158>MOGS","MOGS"
"NM_001146171>TATDN3","TATDN3"
"NM_001146175>ZNF414","ZNF414"
"NM_001146189>ZNF407","ZNF407"
"NM_001146190>ZNF407","ZNF407"
"NM_001146191>MPZL1","MPZL1"
"NM_001146202>RASGRP4","RASGRP4"
"NM_001146203>RASGRP4","RASGRP4"
"NM_001146204>RASGRP4","RASGRP4"
"NM_001146205>RASGRP4","RASGRP4"
"NM_001146206>RASGRP4","RASGRP4"
"NM_001146207>RASGRP4","RASGRP4"
"NM_001146213>TBC1D15","TBC1D15"
"NM_001146214>TBC1D15","TBC1D15"
"NM_001146216>TACC1","TACC1"
"NM_001146218>GET1","GET1"
"NM_001146225>KRT72","KRT72"
"NM_001146226>KRT72","KRT72"
"NM_001146227>RPS20","RPS20"
"NM_001146259>PIP4K2C","PIP4K2C"
"NM_001146260>PIP4K2C","PIP4K2C"
"NM_001146273>TMEM64","TMEM64"
"NM_001146274>TCF7L2","TCF7L2"
"NM_001146278>NCEH1","NCEH1"
"NM_001146282>SRP54","SRP54"
"NM_001146284>TCF7L2","TCF7L2"
"NM_001146286>TCF7L2","TCF7L2"
"NM_001146288>AIFM3","AIFM3"
"NM_001146289>P3H1","P3H1"
"NM_001146291>ZNF674","ZNF674"
"NM_001146314>ABHD14B","ABHD14B"
"NM_001146322>GRAMD2B","GRAMD2B"
"NM_001146333>SUMF2","SUMF2"
"NM_001146343>SLC66A2","SLC66A2"
"NM_001146345>SLC66A2","SLC66A2"
"NM_001146683>TMEM253","TMEM253"
"NM_001146688>KDM3A","KDM3A"
"NM_001146696>KDM4C","KDM4C"
"NM_001146699>RBM19","RBM19"
"NM_001146702>KDM5C","KDM5C"
"NM_001146705>KDM5D","KDM5D"
"NM_001146706>KDM5D","KDM5D"
"NM_001146729>PLAAT5","PLAAT5"
"NM_001146>ANGPT1","ANGPT1"
"NM_001149>ANK3","ANK3"
"NM_001150>ANPEP","ANPEP"
"NM_001151>SLC25A4","SLC25A4"
"NM_001152>SLC25A5","SLC25A5"
"NM_001153446>SCOC","SCOC"
"NM_001153484>SCOC","SCOC"
"NM_001153>ANXA4","ANXA4"
"NM_001154>ANXA5","ANXA5"
"NM_001155>ANXA6","ANXA6"
"NM_001156>ANXA7","ANXA7"
"NM_001157>ANXA11","ANXA11"
"NM_001158>AOC2","AOC2"
"NM_001159286>HDAC10","HDAC10"
"NM_001159287>TPI1","TPI1"
"NM_001159291>MICAL1","MICAL1"
"NM_001159293>ZNF737","ZNF737"
"NM_001159322>PLA2G4C","PLA2G4C"
"NM_001159323>PLA2G4C","PLA2G4C"
"NM_001159377>MTHFSD","MTHFSD"
"NM_001159378>MTHFSD","MTHFSD"
"NM_001159379>MTHFSD","MTHFSD"
"NM_001159380>MTHFSD","MTHFSD"
"NM_001159390>GUK1","GUK1"
"NM_001159391>GUK1","GUK1"
"NM_001159397>FCRL1","FCRL1"
"NM_001159398>FCRL1","FCRL1"
"NM_001159484>NUP210L","NUP210L"
"NM_001159508>IVD","IVD"
"NM_001159547>BEND4","BEND4"
"NM_001159596>BIVM","BIVM"
"NM_001159597>SH3YL1","SH3YL1"
"NM_001159642>BNIPL","BNIPL"
"NM_001159643>MCTP2","MCTP2"
"NM_001159644>MCTP2","MCTP2"
"NM_001159651>BOD1","BOD1"
"NM_001159673>SYNCRIP","SYNCRIP"
"NM_001159674>SYNCRIP","SYNCRIP"
"NM_001159676>SYNCRIP","SYNCRIP"
"NM_001159677>SYNCRIP","SYNCRIP"
"NM_001159699>FHL1","FHL1"
"NM_001159701>FHL1","FHL1"
"NM_001159703>FHL1","FHL1"
"NM_001159710>BTNL8","BTNL8"
"NM_001159726>TSPO2","TSPO2"
"NM_001159727>PLBD2","PLBD2"
"NM_001159736>BUD13","BUD13"
"NM_001159740>LTA","LTA"
"NM_001159749>RIOK2","RIOK2"
"NM_001159767>BZW2","BZW2"
"NM_001159770>SLC39A11","SLC39A11"
"NM_001159772>CANT1","CANT1"
"NM_001159773>CANT1","CANT1"
"NM_001159846>MPND","MPND"
"NM_001159860>ZNF583","ZNF583"
"NM_001159920>FLT1","FLT1"
"NM_001159944>EVI5L","EVI5L"
"NM_001159969>EPS15","EPS15"
"NM_001159996>NRG1","NRG1"
"NM_001160011>ST6GALNAC3","ST6GALNAC3"
"NM_001160030>FLT1","FLT1"
"NM_001160037>RHOBTB2","RHOBTB2"
"NM_001160046>SGO2","SGO2"
"NM_001160047>TXNDC16","TXNDC16"
"NM_001160094>ACOT13","ACOT13"
"NM_001160124>KLF6","KLF6"
"NM_001160125>KLF6","KLF6"
"NM_001160134>KCNQ5","KCNQ5"
"NM_001160147>DDHD1","DDHD1"
"NM_001160148>DDHD1","DDHD1"
"NM_001160154>MGAT4A","MGAT4A"
"NM_001160166>HRH4","HRH4"
"NM_001160167>PRR5L","PRR5L"
"NM_001160168>PRR5L","PRR5L"
"NM_001160169>PRR5L","PRR5L"
"NM_001160210>SLC25A13","SLC25A13"
"NM_001160223>RNF170","RNF170"
"NM_001160225>RNF170","RNF170"
"NM_001160227>SPG11","SPG11"
"NM_001160233>ATP1A1","ATP1A1"
"NM_001160234>ATP1A1","ATP1A1"
"NM_001160243>RPAIN","RPAIN"
"NM_001160301>DPYD","DPYD"
"NM_001160302>SYNJ1","SYNJ1"
"NM_001160305>SETD6","SETD6"
"NM_001160306>SYNJ1","SYNJ1"
"NM_001160308>SETDB2","SETDB2"
"NM_001160367>CDK10","CDK10"
"NM_001160372>TRAPPC9","TRAPPC9"
"NM_001160390>TRPT1","TRPT1"
"NM_001160417>ZBP1","ZBP1"
"NM_001160418>ZBP1","ZBP1"
"NM_001160419>ZBP1","ZBP1"
"NM_001160708>POLR3B","POLR3B"
"NM_001160>APAF1","APAF1"
"NM_001161009>ARMC10","ARMC10"
"NM_001161010>ARMC10","ARMC10"
"NM_001161011>ARMC10","ARMC10"
"NM_001161012>ARMC10","ARMC10"
"NM_001161334>HIST2H2BF","HIST2H2BF"
"NM_001161344>CHFR","CHFR"
"NM_001161345>CHFR","CHFR"
"NM_001161346>CHFR","CHFR"
"NM_001161347>CHFR","CHFR"
"NM_001161352>KCNMA1","KCNMA1"
"NM_001161353>KCNMA1","KCNMA1"
"NM_001161357>FCHO1","FCHO1"
"NM_001161358>FCHO1","FCHO1"
"NM_001161359>FCHO1","FCHO1"
"NM_001161364>NPTN","NPTN"
"NM_001161376>C6orf136","C6orf136"
"NM_001161441>SH2D2A","SH2D2A"
"NM_001161442>SH2D2A","SH2D2A"
"NM_001161443>SH2D2A","SH2D2A"
"NM_001161444>SH2D2A","SH2D2A"
"NM_001161452>CYB561A3","CYB561A3"
"NM_001161454>CYB561A3","CYB561A3"
"NM_001161473>ALDH3B1","ALDH3B1"
"NM_001161476>WDR25","WDR25"
"NM_001161499>ZNF611","ZNF611"
"NM_001161500>ZNF611","ZNF611"
"NM_001161501>ZNF611","ZNF611"
"NM_001161520>COG5","COG5"
"NM_001161521>KLHL2","KLHL2"
"NM_001161522>KLHL2","KLHL2"
"NM_001161527>TNIP2","TNIP2"
"NM_001161529.1>CSF2RA","CSF2RA"
"NM_001161529>CSF2RA","CSF2RA"
"NM_001161530.1>CSF2RA","CSF2RA"
"NM_001161530>CSF2RA","CSF2RA"
"NM_001161531.1>CSF2RA","CSF2RA"
"NM_001161531>CSF2RA","CSF2RA"
"NM_001161532.1>CSF2RA","CSF2RA"
"NM_001161532>CSF2RA","CSF2RA"
"NM_001161546>PROB1","PROB1"
"NM_001161560>TNIK","TNIK"
"NM_001161561>TNIK","TNIK"
"NM_001161562>TNIK","TNIK"
"NM_001161563>TNIK","TNIK"
"NM_001161564>TNIK","TNIK"
"NM_001161565>TNIK","TNIK"
"NM_001161566>TNIK","TNIK"
"NM_001161572>MAFF","MAFF"
"NM_001161573>MAFF","MAFF"
"NM_001161574>MAFF","MAFF"
"NM_001161576>SAMD4A","SAMD4A"
"NM_001161577>SAMD4A","SAMD4A"
"NM_001161584>TEX10","TEX10"
"NM_001161587>GYS1","GYS1"
"NM_001161616>RGL3","RGL3"
"NM_001161657>MYB","MYB"
"NM_001161660>MYB","MYB"
"NM_001161705>BFSP1","BFSP1"
"NM_001161725>PPP2R5C","PPP2R5C"
"NM_001161726>PPP2R5C","PPP2R5C"
"NM_001161766>AHCY","AHCY"
"NM_001161772>HTR3A","HTR3A"
"NM_001161779>PDP1","PDP1"
"NM_001161780>PDP1","PDP1"
"NM_001161781>PDP1","PDP1"
"NM_001161841>SULF2","SULF2"
"NM_001161>NUDT2","NUDT2"
"NM_001162371>LOC728392","LOC728392"
"NM_001162383>ARHGEF2","ARHGEF2"
"NM_001162384>ARHGEF2","ARHGEF2"
"NM_001162422>ETS1","ETS1"
"NM_001162426>TSC1","TSC1"
"NM_001162427>TSC1","TSC1"
"NM_001162429>PDCD6IP","PDCD6IP"
"NM_001162498>LPAR6","LPAR6"
"NM_001162501>TNRC6B","TNRC6B"
"NM_001162505>TMEM189","TMEM189"
"NM_001162536>RBMXL1","RBMXL1"
"NM_001162893>KIAA0040","KIAA0040"
"NM_001162894>KIAA0040","KIAA0040"
"NM_001162895>KIAA0040","KIAA0040"
"NM_001162916>TYW3","TYW3"
"NM_001162951>SYTL2","SYTL2"
"NM_001162953>SYTL2","SYTL2"
"NM_001162995>SMIM5","SMIM5"
"NM_001163022>KIZ","KIZ"
"NM_001163023>KIZ","KIZ"
"NM_001163034>RPTOR","RPTOR"
"NM_001163079>TMEM121B","TMEM121B"
"NM_001163258>MINDY1","MINDY1"
"NM_001163259>MINDY1","MINDY1"
"NM_001163260>MINDY1","MINDY1"
"NM_001163264>PCYT1B","PCYT1B"
"NM_001163278>TENM1","TENM1"
"NM_001163279>TENM1","TENM1"
"NM_001163280>HTATSF1","HTATSF1"
"NM_001163285>EWSR1","EWSR1"
"NM_001163286>EWSR1","EWSR1"
"NM_001163287>EWSR1","EWSR1"
"NM_001163296>MARK2","MARK2"
"NM_001163297>MARK2","MARK2"
"NM_001163315>FBXL17","FBXL17"
"NM_001163323>CCDC120","CCDC120"
"NM_001163377>QPCTL","QPCTL"
"NM_001163380>RAB2B","RAB2B"
"NM_001163391>ZSCAN12","ZSCAN12"
"NM_001163417>FAM172A","FAM172A"
"NM_001163418>FAM172A","FAM172A"
"NM_001163423>ZNF580","ZNF580"
"NM_001163424>COPS9","COPS9"
"NM_001163435>TBCK","TBCK"
"NM_001163436>TBCK","TBCK"
"NM_001163437>TBCK","TBCK"
"NM_001163474>ZNF746","ZNF746"
"NM_001163484>DCAF11","DCAF11"
"NM_001163508>DCAF4","DCAF4"
"NM_001163509>DCAF4","DCAF4"
"NM_001163544>SYNRG","SYNRG"
"NM_001163545>SYNRG","SYNRG"
"NM_001163546>SYNRG","SYNRG"
"NM_001163547>SYNRG","SYNRG"
"NM_001163636>GTF2I","GTF2I"
"NM_001163673>WDR81","WDR81"
"NM_001163692>UBAP1L","UBAP1L"
"NM_001163724>SMIM1","SMIM1"
"NM_001163735>MYO19","MYO19"
"NM_001163788>PTBP3","PTBP3"
"NM_001163790>PTBP3","PTBP3"
"NM_001163809>WDR81","WDR81"
"NM_001163811>WDR81","WDR81"
"NM_001163812>TWNK","TWNK"
"NM_001163813>TWNK","TWNK"
"NM_001163814>TWNK","TWNK"
"NM_001163817>DHCR7","DHCR7"
"NM_001163922>VSIG10L","VSIG10L"
"NM_001163940>PYGL","PYGL"
"NM_001163989>RAB37","RAB37"
"NM_001163990>RAB37","RAB37"
"NM_001163>APBA1","APBA1"
"NM_001164093>COPS7A","COPS7A"
"NM_001164094>COPS7A","COPS7A"
"NM_001164095>COPS7A","COPS7A"
"NM_001164097>VCAN","VCAN"
"NM_001164114>CASS4","CASS4"
"NM_001164115>CASS4","CASS4"
"NM_001164116>CASS4","CASS4"
"NM_001164144>CHAMP1","CHAMP1"
"NM_001164145>CHAMP1","CHAMP1"
"NM_001164160>PPP6R3","PPP6R3"
"NM_001164161>PPP6R3","PPP6R3"
"NM_001164162>PPP6R3","PPP6R3"
"NM_001164163>PPP6R3","PPP6R3"
"NM_001164164>PPP6R3","PPP6R3"
"NM_001164165>GPR75-ASB3","GPR75-ASB3"
"NM_001164178>ENTPD1","ENTPD1"
"NM_001164179>ENTPD1","ENTPD1"
"NM_001164181>ENTPD1","ENTPD1"
"NM_001164182>ENTPD1","ENTPD1"
"NM_001164183>ENTPD1","ENTPD1"
"NM_001164189>PLIN3","PLIN3"
"NM_001164194>PLIN3","PLIN3"
"NM_001164213>LRCH1","LRCH1"
"NM_001164232>DDHD2","DDHD2"
"NM_001164239>DHX16","DHX16"
"NM_001164245>ODR4","ODR4"
"NM_001164246>ODR4","ODR4"
"NM_001164266>LTBP3","LTBP3"
"NM_001164273>MGA","MGA"
"NM_001164276>ZNF44","ZNF44"
"NM_001164277>SLC37A4","SLC37A4"
"NM_001164280>SLC37A4","SLC37A4"
"NM_001164313>ZBTB24","ZBTB24"
"NM_001164317>FLNB","FLNB"
"NM_001164318>FLNB","FLNB"
"NM_001164319>FLNB","FLNB"
"NM_001164326>BRD8","BRD8"
"NM_001164342>ZBTB20","ZBTB20"
"NM_001164346>ZBTB20","ZBTB20"
"NM_001164347>ZBTB20","ZBTB20"
"NM_001164356>THAP4","THAP4"
"NM_001164375>C10orf105","C10orf105"
"NM_001164380>STAU2","STAU2"
"NM_001164381>STAU2","STAU2"
"NM_001164382>STAU2","STAU2"
"NM_001164385>STAU2","STAU2"
"NM_001164386>RAPGEF6","RAPGEF6"
"NM_001164387>RAPGEF6","RAPGEF6"
"NM_001164388>RAPGEF6","RAPGEF6"
"NM_001164391>MTF2","MTF2"
"NM_001164392>MTF2","MTF2"
"NM_001164393>MTF2","MTF2"
"NM_001164407>TLCD2","TLCD2"
"NM_001164410>CDK5","CDK5"
"NM_001164440>ANKRD33B","ANKRD33B"
"NM_001164463.1>RGPD8","RGPD8"
"NM_001164463.2>RGPD8","RGPD8"
"NM_001164463>RGPD8","RGPD8"
"NM_001164465>GOLGA6L10","GOLGA6L10"
"NM_001164468>TMED7-TICAM2","TMED7-TICAM2"
"NM_001164469>TMED7-TICAM2","TMED7-TICAM2"
"NM_001164475>SLC41A3","SLC41A3"
"NM_001164479>C5orf63","C5orf63"
"NM_001164489>ADAM8","ADAM8"
"NM_001164490>ADAM8","ADAM8"
"NM_001164496>CFAP44","CFAP44"
"NM_001164501>EIF4ENIF1","EIF4ENIF1"
"NM_001164502>EIF4ENIF1","EIF4ENIF1"
"NM_001164508>NEB","NEB"
"NM_001164537>DISC1","DISC1"
"NM_001164540>DISC1","DISC1"
"NM_001164579>MOSMO","MOSMO"
"NM_001164623>AGO2","AGO2"
"NM_001164629>GTDC1","GTDC1"
"NM_001164674>SUMF1","SUMF1"
"NM_001164680>CCR3","CCR3"
"NM_001164685>THEMIS","THEMIS"
"NM_001164687>THEMIS","THEMIS"
"NM_001164692>LTB4R2","LTB4R2"
"NM_001164710>AMT","AMT"
"NM_001164711>AMT","AMT"
"NM_001164715>ZNF605","ZNF605"
"NM_001164716>PYGM","PYGM"
"NM_001164721>PTAFR","PTAFR"
"NM_001164722>PTAFR","PTAFR"
"NM_001164723>PTAFR","PTAFR"
"NM_001164741>ARHGAP4","ARHGAP4"
"NM_001164750>ASPH","ASPH"
"NM_001164751>ASPH","ASPH"
"NM_001164752>ASPH","ASPH"
"NM_001164753>ASPH","ASPH"
"NM_001164754>ASPH","ASPH"
"NM_001164755>ASPH","ASPH"
"NM_001164758>PRKAR1B","PRKAR1B"
"NM_001164759>PRKAR1B","PRKAR1B"
"NM_001164760>PRKAR1B","PRKAR1B"
"NM_001164766>ZFHX3","ZFHX3"
"NM_001164773>BCAT2","BCAT2"
"NM_001164781>ATXN3","ATXN3"
"NM_001164783>BCKDHA","BCKDHA"
"NM_001164803>RBMX","RBMX"
"NM_001164811>PET117","PET117"
"NM_001164814>ACIN1","ACIN1"
"NM_001164815>ACIN1","ACIN1"
"NM_001164816>ACIN1","ACIN1"
"NM_001164817>ACIN1","ACIN1"
"NM_001164821>DCAF17","DCAF17"
"NM_001164824>SMIM12","SMIM12"
"NM_001164825>SMIM12","SMIM12"
"NM_001164830>CA1","CA1"
"NM_001164831>FXYD6","FXYD6"
"NM_001164840>LYRM4","LYRM4"
"NM_001164>APBB1","APBB1"
"NM_001165033>RNF182","RNF182"
"NM_001165034>RNF182","RNF182"
"NM_001165036>OGDH","OGDH"
"NM_001165136>HERC6","HERC6"
"NM_001165258>TMEM14C","TMEM14C"
"NM_001165412>NFKB1","NFKB1"
"NM_001165414>LDHA","LDHA"
"NM_001165416>LDHA","LDHA"
"NM_001165418>SLC25A11","SLC25A11"
"NM_001165881>ZNF268","ZNF268"
"NM_001165882>ZNF268","ZNF268"
"NM_001165884>ZNF268","ZNF268"
"NM_001165887>ZNF268","ZNF268"
"NM_001165895>CD320","CD320"
"NM_001165899>PDE4D","PDE4D"
"NM_001165903>STX1A","STX1A"
"NM_001165921>SERPINF2","SERPINF2"
"NM_001165931>RRM2","RRM2"
"NM_001165937>STARD3","STARD3"
"NM_001165938>STARD3","STARD3"
"NM_001165946>IDE","IDE"
"NM_001165958>GSDMB","GSDMB"
"NM_001165959>GSDMB","GSDMB"
"NM_001165962>ELAC2","ELAC2"
"NM_001165969>STRADA","STRADA"
"NM_001165975>PDE1B","PDE1B"
"NM_001165>BIRC3","BIRC3"
"NM_001166002>APOBEC3H","APOBEC3H"
"NM_001166005>EPB41","EPB41"
"NM_001166006>EPB41","EPB41"
"NM_001166007>EPB41","EPB41"
"NM_001166010>ECI2","ECI2"
"NM_001166019>AP1B1","AP1B1"
"NM_001166036>ZNF260","ZNF260"
"NM_001166037>ZNF260","ZNF260"
"NM_001166038>ZNF260","ZNF260"
"NM_001166049>ERCC1","ERCC1"
"NM_001166056>PEPD","PEPD"
"NM_001166057>PEPD","PEPD"
"NM_001166059>HMGCL","HMGCL"
"NM_001166102>NDUFV1","NDUFV1"
"NM_001166104>NR3C2","NR3C2"
"NM_001166105>TADA2A","TADA2A"
"NM_001166110>PALLD","PALLD"
"NM_001166111>PNPLA6","PNPLA6"
"NM_001166112>PNPLA6","PNPLA6"
"NM_001166113>PNPLA6","PNPLA6"
"NM_001166114>PNPLA6","PNPLA6"
"NM_001166116>TMOD1","TMOD1"
"NM_001166118>NT5C3A","NT5C3A"
"NM_001166119>LEF1","LEF1"
"NM_001166135>RBM28","RBM28"
"NM_001166139>LCORL","LCORL"
"NM_001166159>NDUFS2","NDUFS2"
"NM_001166167>NEK6","NEK6"
"NM_001166168>NEK6","NEK6"
"NM_001166169>NEK6","NEK6"
"NM_001166170>NEK6","NEK6"
"NM_001166171>NEK6","NEK6"
"NM_001166215>S1PR5","S1PR5"
"NM_001166221>UTP14A","UTP14A"
"NM_001166222>CARNS1","CARNS1"
"NM_001166226>CEP120","CEP120"
"NM_001166237>GSDMD","GSDMD"
"NM_001166242>C22orf39","C22orf39"
"NM_001166243>FHIT","FHIT"
"NM_001166253>TBXAS1","TBXAS1"
"NM_001166261>MTIF3","MTIF3"
"NM_001166262>MTIF3","MTIF3"
"NM_001166263>MTIF3","MTIF3"
"NM_001166264>LTBP1","LTBP1"
"NM_001166265>LTBP1","LTBP1"
"NM_001166266>LTBP1","LTBP1"
"NM_001166269>HAUS4","HAUS4"
"NM_001166270>HAUS4","HAUS4"
"NM_001166276>ARHGAP25","ARHGAP25"
"NM_001166277>ARHGAP25","ARHGAP25"
"NM_001166278>DLG3","DLG3"
"NM_001166279>PAN2","PAN2"
"NM_001166284>CCT7","CCT7"
"NM_001166293>SSX2IP","SSX2IP"
"NM_001166294>SSX2IP","SSX2IP"
"NM_001166301>DHX40","DHX40"
"NM_001166304>PIGX","PIGX"
"NM_001166343>MFNG","MFNG"
"NM_001166345>MDFIC","MDFIC"
"NM_001166347>SLC26A11","SLC26A11"
"NM_001166348>SLC26A11","SLC26A11"
"NM_001166349>SLC26A11","SLC26A11"
"NM_001166355>LFNG","LFNG"
"NM_001166356>SHMT2","SHMT2"
"NM_001166358>SHMT2","SHMT2"
"NM_001166359>SHMT2","SHMT2"
"NM_001166373>MARCHF1","MARCHF1"
"NM_001166392>TPBG","TPBG"
"NM_001166418>HDAC8","HDAC8"
"NM_001166419>HDAC8","HDAC8"
"NM_001166425>GNAI2","GNAI2"
"NM_001166426>WDR13","WDR13"
"NM_001166449>ITIH4","ITIH4"
"NM_001166460>MPP1","MPP1"
"NM_001166461>MPP1","MPP1"
"NM_001166462>MPP1","MPP1"
"NM_001166498>HPSE","HPSE"
"NM_001166538>LST1","LST1"
"NM_001166550>IDS","IDS"
"NM_001166588>EIF2B3","EIF2B3"
"NM_001166599>FAM122B","FAM122B"
"NM_001166621>TRAPPC1","TRAPPC1"
"NM_001166660>NLGN3","NLGN3"
"NM_001166663>CD244","CD244"
"NM_001166664>CD244","CD244"
"NM_001166688>PFKM","PFKM"
"NM_001166693>AFF1","AFF1"
"NM_001166695>SLC1A3","SLC1A3"
"NM_001166699>FAM104B","FAM104B"
"NM_001166701>FAM104B","FAM104B"
"NM_001166>BIRC2","BIRC2"
"NM_001167575>CAAP1","CAAP1"
"NM_001167582>RBM6","RBM6"
"NM_001167583>ZFAT","ZFAT"
"NM_001167594>CTSA","CTSA"
"NM_001167595>AMACR","AMACR"
"NM_001167604>XPNPEP1","XPNPEP1"
"NM_001167606>RAB35","RAB35"
"NM_001167607>GM2A","GM2A"
"NM_001167608>RHBDD1","RHBDD1"
"NM_001167614>LEMD3","LEMD3"
"NM_001167621>ATXN10","ATXN10"
"NM_001167671>LPP","LPP"
"NM_001167672>LPP","LPP"
"NM_001167676>FAM229A","FAM229A"
"NM_001167681>FLI1","FLI1"
"NM_001167733>VARS2","VARS2"
"NM_001167734>VARS2","VARS2"
"NM_001167738>NAV1","NAV1"
"NM_001167740>SMYD3","SMYD3"
"NM_001167741>MTX3","MTX3"
"NM_001167819>FHL1","FHL1"
"NM_001167821>BLCAP","BLCAP"
"NM_001167822>BLCAP","BLCAP"
"NM_001167823>BLCAP","BLCAP"
"NM_001167827>TFEB","TFEB"
"NM_001167830>TMED5","TMED5"
"NM_001167856>SBNO1","SBNO1"
"NM_001167868>DMAC2","DMAC2"
"NM_001167869>DMAC2","DMAC2"
"NM_001167871>DMAC2","DMAC2"
"NM_001167880>LHPP","LHPP"
"NM_001167882>ANKRD50","ANKRD50"
"NM_001167903>MFSD1","MFSD1"
"NM_001167912>VEPH1","VEPH1"
"NM_001167924>CMSS1","CMSS1"
"NM_001167928>IL1RAP","IL1RAP"
"NM_001167929>IL1RAP","IL1RAP"
"NM_001167930>IL1RAP","IL1RAP"
"NM_001167934>CCM2","CCM2"
"NM_001167935>CCM2","CCM2"
"NM_001167941>WDR76","WDR76"
"NM_001167942>TNFAIP8L1","TNFAIP8L1"
"NM_001167947>TIMM17B","TIMM17B"
"NM_001167961>KCTD7","KCTD7"
"NM_001167970>TRMT2B","TRMT2B"
"NM_001167971>TRMT2B","TRMT2B"
"NM_001167972>TRMT2B","TRMT2B"
"NM_001167989>PQBP1","PQBP1"
"NM_001167>XIAP","XIAP"
"NM_001168222>TBC1D17","TBC1D17"
"NM_001168236>ABL2","ABL2"
"NM_001168237>ABL2","ABL2"
"NM_001168238>ABL2","ABL2"
"NM_001168239>ABL2","ABL2"
"NM_001168241>GAREM2","GAREM2"
"NM_001168243>C4orf48","C4orf48"
"NM_001168254>OCIAD1","OCIAD1"
"NM_001168272>ITPR1","ITPR1"
"NM_001168298>CXCR2","CXCR2"
"NM_001168320>TSPAN9","TSPAN9"
"NM_001168325>TESC","TESC"
"NM_001168331>NDUFB4","NDUFB4"
"NM_001168342>TTC39B","TTC39B"
"NM_001168344>RREB1","RREB1"
"NM_001168348>NSUN5","NSUN5"
"NM_001168357>PLA2G7","PLA2G7"
"NM_001168370>CUL7","CUL7"
"NM_001168388>CITED2","CITED2"
"NM_001168389>CITED2","CITED2"
"NM_001168390>C10orf105","C10orf105"
"NM_001168394>CREBRF","CREBRF"
"NM_001168398>SLC35A1","SLC35A1"
"NM_001168400>BEX2","BEX2"
"NM_001168401>BEX2","BEX2"
"NM_001168478>ARMCX5","ARMCX5"
"NM_001168482>ARMCX5","ARMCX5"
"NM_001168499>CNDP2","CNDP2"
"NM_001168551>NDC1","NDC1"
"NM_001168618>IFT46","IFT46"
"NM_001168682>SAP25","SAP25"
"NM_001168683>TXLNG","TXLNG"
"NM_001168724>TMEM135","TMEM135"
"NM_001168>BIRC5","BIRC5"
"NM_001169106>WASHC2C","WASHC2C"
"NM_001169109>SCO2","SCO2"
"NM_001169110>SCO2","SCO2"
"NM_001169111>SCO2","SCO2"
"NM_001169117>STIM2","STIM2"
"NM_001169118>STIM2","STIM2"
"NM_001169125>AFF2","AFF2"
"NM_001169126>TMIGD2","TMIGD2"
"NM_001170330>C4orf3","C4orf3"
"NM_001170331>LANCL3","LANCL3"
"NM_001170416>TJP2","TJP2"
"NM_001170460>CDK16","CDK16"
"NM_001170464>CDK17","CDK17"
"NM_001170535>ATAD3A","ATAD3A"
"NM_001170536>ATAD3A","ATAD3A"
"NM_001170543>PGAM5","PGAM5"
